1718,114, wlan0_LBS1_NOISE_L, wlan0_LBS2_SIG_Q, wlan0_LBS2_SIG_L, wlan0_LBS2_NOISE_L, wlan0_LBS3_SIG_Q, wlan0_LBS3_SIG_L, wlan0_LBS3_NOISE_L, wlan0_LBS4_SIG_Q, wlan0_LBS4_SIG_L, wlan0_LBS4_NOISE_L, wlan0_NTU@1_SIG_Q, wlan0_NTU@1_SIG_L, wlan0_NTU@1_NOISE_L, wlan0_NTU@2_SIG_Q, wlan0_NTU@2_SIG_L, wlan0_NTU@2_NOISE_L, wlan0_NTU@3_SIG_Q, wlan0_NTU@3_SIG_L, wlan0_NTU@3_NOISE_L, wlan0_NTU@4_SIG_Q, wlan0_NTU@4_SIG_L, wlan0_NTU@4_NOISE_L, wlan0_ntu_peap@1_SIG_Q, wlan0_ntu_peap@1_SIG_L, wlan0_ntu_peap@1_NOISE_L, wlan0_ntu_peap@2_SIG_Q, wlan0_ntu_peap@2_SIG_L, wlan0_ntu_peap@2_NOISE_L, wlan0_ntu_peap@3_SIG_Q, wlan0_ntu_peap@3_SIG_L, wlan0_ntu_peap@3_NOISE_L, wlan0_eduroam@1_SIG_Q, wlan0_eduroam@1_SIG_L, wlan0_eduroam@1_NOISE_L, wlan0_eduroam@2_SIG_Q, wlan0_eduroam@2_SIG_L, wlan0_eduroam@2_NOISE_L, wlan0_eduroam@3_SIG_Q, wlan0_eduroam@3_SIG_L, wlan0_eduroam@3_NOISE_L, wlan0_MD402_1_SIG_Q, wlan0_MD402_1_SIG_L, wlan0_MD402_1_NOISE_L, wlan0_MD402-2_SIG_Q, wlan0_MD402-2_SIG_L, wlan0_MD402-2_NOISE_L, wlan0_NTUMOOC_SIG_Q, wlan0_NTUMOOC_SIG_L, wlan0_NTUMOOC_NOISE_L, wlan0_eslab-Dlink652_SIG_Q, wlan0_eslab-Dlink652_SIG_L, wlan0_eslab-Dlink652_NOISE_L, wlan0_DIRECT-32-HP M377 LaserJet_SIG_Q, wlan0_DIRECT-32-HP M377 LaserJet_SIG_L, wlan0_DIRECT-32-HP M377 LaserJet_NOISE_L, ra0_LBS1_SIG_Q, ra0_LBS1_SIG_L, ra0_LBS1_NOISE_L, ra0_LBS2_SIG_Q, ra0_LBS2_SIG_L, ra0_LBS2_NOISE_L, ra0_LBS3_SIG_Q, ra0_LBS3_SIG_L, ra0_LBS3_NOISE_L, ra0_LBS4_SIG_Q, ra0_LBS4_SIG_L, ra0_LBS4_NOISE_L, ra0_NTU@1_SIG_Q, ra0_NTU@1_SIG_L, ra0_NTU@1_NOISE_L, ra0_NTU@2_SIG_Q, ra0_NTU@2_SIG_L, ra0_NTU@2_NOISE_L, ra0_NTU@3_SIG_Q, ra0_NTU@3_SIG_L, ra0_NTU@3_NOISE_L, ra0_NTU@4_SIG_Q, ra0_NTU@4_SIG_L, ra0_NTU@4_NOISE_L, ra0_ntu_peap@1_SIG_Q, ra0_ntu_peap@1_SIG_L, ra0_ntu_peap@1_NOISE_L, ra0_ntu_peap@2_SIG_Q, ra0_ntu_peap@2_SIG_L, ra0_ntu_peap@2_NOISE_L, ra0_ntu_peap@3_SIG_Q, ra0_ntu_peap@3_SIG_L, ra0_ntu_peap@3_NOISE_L, ra0_eduroam@1_SIG_Q, ra0_eduroam@1_SIG_L, ra0_eduroam@1_NOISE_L, ra0_eduroam@2_SIG_Q, ra0_eduroam@2_SIG_L, ra0_eduroam@2_NOISE_L, ra0_eduroam@3_SIG_Q, ra0_eduroam@3_SIG_L, ra0_eduroam@3_NOISE_L, ra0_MD402_1_SIG_Q, ra0_MD402_1_SIG_L, ra0_MD402_1_NOISE_L, ra0_MD402-2_SIG_Q, ra0_MD402-2_SIG_L, ra0_MD402-2_NOISE_L, ra0_NTUMOOC_SIG_Q, ra0_NTUMOOC_SIG_L, ra0_NTUMOOC_NOISE_L, ra0_eslab-Dlink652_SIG_Q, ra0_eslab-Dlink652_SIG_L, ra0_eslab-Dlink652_NOISE_L, ra0_DIRECT-32-HP M377 LaserJet_SIG_Q, ra0_DIRECT-32-HP M377 LaserJet_SIG_L, ra0_DIRECT-32-HP M377 LaserJet_NOISE_L, Y
43,-67,0,55,-55,0,69,-41,0,55,-55,0,21,-89,0,25,-85,0,38,-72,0,50,-60,0,27,-83,0,32,-78,0,52,-58,0,54,-56,0,0,0,0,29,-81,0,70,-35,0,64,-46,0,40,-70,0,31,-79,0,32,-78,0,70,-62,-92,96,-52,-92,100,-38,-92,100,-48,-92,44,-72,-67,24,-80,-75,29,-78,-73,100,-48,-92,39,-74,-69,42,-73,-68,100,-48,-92,52,-69,-92,52,-69,-92,50,-70,-92,100,-34,-92,100,-46,-92,57,-67,-92,60,-66,-92,65,-64,-92,7
45,-65,0,54,-56,0,66,-44,0,53,-57,0,21,-89,0,25,-85,0,38,-72,0,54,-56,0,25,-85,0,33,-77,0,54,-56,0,56,-54,0,0,0,0,29,-81,0,70,-36,0,64,-46,0,40,-70,0,37,-73,0,36,-74,0,65,-64,-92,100,-49,-92,100,-37,-92,100,-49,-92,70,-62,-92,24,-80,-75,37,-75,-70,60,-66,-92,70,-62,-92,37,-75,-70,100,-48,-92,100,-48,-92,44,-72,-67,73,-61,-92,100,-35,-92,100,-45,-92,57,-67,-92,55,-68,-92,65,-64,-92,7
45,-65,0,57,-53,0,66,-44,0,55,-55,0,29,-81,0,25,-85,0,36,-74,0,57,-53,0,32,-78,0,33,-77,0,53,-57,0,56,-54,0,0,0,0,29,-81,0,70,-35,0,62,-48,0,44,-66,0,37,-73,0,36,-74,0,70,-62,-92,99,-51,-92,100,-35,-92,94,-53,-92,70,-62,-92,24,-80,-75,47,-71,-66,100,-47,-92,70,-62,-92,47,-71,-66,86,-56,-92,100,-49,-92,44,-72,-67,31,-77,-81,100,-34,-92,100,-45,-92,76,-60,-92,60,-66,-92,65,-64,-92,7
44,-66,0,54,-56,0,67,-43,0,55,-55,0,26,-84,0,25,-85,0,36,-74,0,59,-51,0,30,-80,0,35,-75,0,56,-54,0,55,-55,0,0,0,0,33,-77,0,70,-36,0,63,-47,0,41,-69,0,37,-73,0,36,-74,0,76,-60,-92,96,-52,-92,100,-35,-92,100,-46,-92,70,-62,-92,26,-79,-74,47,-71,-66,100,-47,-92,70,-62,-92,34,-76,-71,57,-67,-92,63,-65,-92,44,-72,-67,44,-72,-67,100,-34,-92,100,-46,-92,76,-60,-92,60,-66,-92,65,-64,-92,7
46,-64,0,54,-56,0,63,-47,0,54,-56,0,24,-86,0,24,-86,0,36,-74,0,54,-56,0,23,-87,0,35,-75,0,53,-57,0,54,-56,0,0,0,0,33,-77,0,70,-38,0,60,-50,0,47,-63,0,37,-73,0,32,-78,0,76,-60,-92,91,-54,-92,100,-36,-92,100,-43,-92,50,-70,-92,26,-79,-74,29,-78,-73,76,-60,-92,50,-70,-92,47,-71,-66,83,-57,-92,83,-57,-92,42,-73,-68,44,-72,-67,100,-34,-92,100,-46,-92,47,-71,-75,65,-64,-92,65,-64,-92,7
45,-65,0,53,-57,0,68,-42,0,55,-55,0,38,-72,0,24,-86,0,39,-71,0,57,-53,0,23,-87,0,38,-72,0,53,-57,0,52,-58,0,0,0,0,32,-78,0,70,-35,0,64,-46,0,45,-65,0,38,-72,0,33,-77,0,73,-61,-92,96,-52,-92,100,-37,-92,100,-47,-92,44,-72,-67,26,-79,-74,44,-72,-67,63,-65,-92,76,-60,-92,37,-75,-70,81,-58,-92,100,-48,-92,42,-73,-68,42,-73,-68,100,-34,-92,100,-44,-92,63,-65,-92,57,-67,-92,65,-64,-92,7
44,-66,0,52,-58,0,65,-45,0,53,-57,0,39,-71,0,24,-86,0,39,-71,0,54,-56,0,39,-71,0,28,-82,0,54,-56,0,57,-53,0,0,0,0,38,-72,0,70,-37,0,60,-50,0,46,-64,0,38,-72,0,33,-77,0,65,-64,-92,89,-55,-92,100,-37,-92,100,-47,-92,44,-72,-67,26,-79,-74,42,-73,-68,81,-58,-92,70,-62,-92,44,-72,-67,100,-48,-92,60,-66,-92,42,-73,-68,42,-73,-68,100,-36,-92,100,-46,-92,63,-65,-92,60,-66,-92,68,-63,-92,7
44,-66,0,53,-57,0,69,-41,0,53,-57,0,35,-75,0,24,-86,0,39,-71,0,53,-57,0,35,-75,0,39,-71,0,53,-57,0,55,-55,0,0,0,0,38,-72,0,70,-35,0,60,-50,0,42,-68,0,32,-78,0,33,-77,0,70,-62,-92,89,-55,-92,100,-37,-92,100,-48,-92,37,-75,-70,0,0,0,42,-73,-68,100,-47,-92,31,-77,-72,44,-72,-67,100,-46,-92,100,-47,-92,42,-73,-68,31,-77,-72,100,-36,-92,100,-42,-92,63,-65,-92,60,-66,-92,65,-64,-92,7
45,-65,0,55,-55,0,69,-41,0,54,-56,0,37,-73,0,24,-86,0,39,-71,0,53,-57,0,38,-72,0,40,-70,0,54,-56,0,56,-54,0,0,0,0,38,-72,0,70,-35,0,66,-44,0,39,-71,0,36,-74,0,32,-78,0,78,-59,-92,100,-46,-92,100,-37,-92,100,-47,-92,73,-61,-92,0,0,0,44,-72,-67,100,-48,-92,91,-54,-92,47,-71,-66,100,-48,-92,63,-65,-92,42,-73,-68,44,-72,-67,100,-34,-92,100,-46,-92,0,0,0,55,-68,-92,63,-65,-92,7
45,-65,0,54,-56,0,69,-41,0,55,-55,0,38,-72,0,24,-86,0,39,-71,0,52,-58,0,35,-75,0,40,-70,0,54,-56,0,54,-56,0,0,0,0,38,-72,0,70,-33,0,61,-49,0,42,-68,0,36,-74,0,32,-78,0,73,-61,-92,94,-53,-92,100,-36,-92,100,-47,-92,70,-62,-92,31,-77,-72,44,-72,-67,65,-64,-92,68,-63,-92,44,-72,-67,100,-48,-92,65,-64,-92,42,-73,-68,29,-78,-73,100,-29,-92,100,-42,-92,73,-61,-92,63,-65,-92,68,-63,-92,7
47,-63,0,53,-57,0,68,-42,0,54,-56,0,33,-77,0,24,-86,0,39,-71,0,56,-54,0,35,-75,0,35,-75,0,56,-54,0,57,-53,0,26,-84,0,38,-72,0,70,-37,0,61,-49,0,41,-69,0,36,-74,0,32,-78,0,76,-60,-92,86,-56,-92,100,-36,-92,100,-46,-92,73,-61,-92,31,-77,-72,44,-72,-67,100,-47,-92,70,-62,-92,42,-73,-68,100,-47,-92,100,-47,-92,0,0,0,44,-72,-67,100,-35,-92,100,-43,-92,60,-66,-92,63,-65,-92,65,-64,-92,7
47,-63,0,49,-61,0,70,-40,0,54,-56,0,36,-74,0,24,-86,0,39,-71,0,58,-52,0,37,-73,0,29,-81,0,58,-52,0,56,-54,0,26,-84,0,37,-73,0,70,-37,0,61,-49,0,47,-63,0,36,-74,0,39,-71,0,29,-78,-73,91,-54,-92,100,-36,-92,100,-46,-92,73,-61,-92,23,-81,-76,47,-71,-66,57,-67,-92,73,-61,-92,47,-71,-66,60,-66,-92,60,-66,-92,47,-71,-66,24,-80,-75,100,-35,-92,100,-46,-92,60,-66,-92,63,-65,-92,68,-63,-92,7
51,-59,0,48,-62,0,66,-44,0,52,-58,0,32,-78,0,24,-86,0,36,-74,0,51,-59,0,32,-78,0,29,-81,0,55,-55,0,53,-57,0,26,-84,0,37,-73,0,70,-31,0,61,-49,0,42,-68,0,36,-74,0,39,-71,0,81,-58,-92,81,-58,-92,100,-36,-92,100,-46,-92,52,-69,-92,23,-81,-76,50,-70,-92,100,-48,-92,52,-69,-92,42,-73,-68,57,-67,-92,100,-49,-92,47,-71,-66,50,-70,-92,100,-34,-92,100,-45,-92,47,-71,-66,65,-64,-92,68,-63,-92,7
47,-63,0,49,-61,0,70,-40,0,52,-58,0,32,-78,0,24,-86,0,34,-76,0,55,-55,0,34,-76,0,36,-74,0,55,-55,0,57,-53,0,26,-84,0,33,-77,0,68,-42,0,60,-50,0,48,-62,0,36,-74,0,29,-81,0,65,-64,-92,76,-60,-92,100,-36,-92,100,-47,-92,42,-73,-68,26,-79,-74,44,-72,-67,100,-47,-92,42,-73,-68,37,-75,-70,70,-62,-92,100,-48,-92,47,-71,-66,39,-74,-69,100,-37,-92,100,-44,-92,47,-71,-66,63,-65,-92,63,-65,-92,7
42,-68,0,54,-56,0,70,-40,0,54,-56,0,34,-76,0,24,-86,0,30,-80,0,50,-60,0,37,-73,0,40,-70,0,55,-55,0,56,-54,0,26,-84,0,37,-73,0,70,-38,0,59,-51,0,45,-65,0,36,-74,0,29,-81,0,68,-63,-92,100,-49,-92,100,-35,-92,100,-46,-92,63,-65,-92,26,-79,-74,29,-78,-73,100,-47,-92,63,-65,-92,42,-73,-68,60,-66,-92,100,-48,-92,44,-72,-67,26,-79,-74,100,-34,-92,100,-44,-92,68,-63,-92,63,-65,-92,63,-65,-92,7
43,-67,0,53,-57,0,66,-44,0,57,-53,0,33,-77,0,24,-86,0,30,-80,0,56,-54,0,32,-78,0,40,-70,0,52,-58,0,54,-56,0,26,-84,0,33,-77,0,70,-40,0,62,-48,0,44,-66,0,36,-74,0,29,-81,0,65,-64,-92,83,-57,-92,100,-40,-92,100,-48,-92,70,-62,-92,26,-79,-74,42,-73,-68,65,-64,-92,68,-63,-92,42,-73,-68,100,-48,-92,60,-66,-92,44,-72,-67,34,-76,-71,100,-36,-92,100,-45,-92,68,-63,-92,60,-66,-92,63,-65,-92,7
43,-67,0,55,-55,0,67,-43,0,55,-55,0,33,-77,0,24,-86,0,32,-78,0,53,-57,0,32,-78,0,34,-76,0,44,-66,0,53,-57,0,26,-84,0,33,-77,0,68,-42,0,63,-47,0,41,-69,0,39,-71,0,38,-72,0,65,-64,-92,100,-49,-92,100,-39,-92,100,-49,-92,57,-67,-92,34,-76,-71,42,-73,-68,55,-68,-92,55,-68,-92,42,-73,-68,55,-68,-92,100,-49,-92,44,-72,-67,37,-75,-70,100,-37,-92,100,-40,-92,60,-66,-92,55,-68,-92,65,-64,-92,7
38,-72,0,53,-57,0,69,-41,0,55,-55,0,33,-77,0,24,-86,0,32,-78,0,54,-56,0,31,-79,0,34,-76,0,54,-56,0,56,-54,0,26,-84,0,33,-77,0,70,-33,0,58,-52,0,45,-65,0,36,-74,0,38,-72,0,63,-65,-92,100,-48,-92,100,-37,-92,100,-47,-92,73,-61,-92,34,-76,-71,42,-73,-68,100,-48,-92,55,-68,-92,0,0,0,100,-48,-92,100,-48,-92,44,-72,-67,26,-79,-74,100,-38,-92,100,-44,-92,55,-68,-92,60,-66,-92,60,-66,-92,7
38,-72,0,55,-55,0,68,-42,0,54,-56,0,33,-77,0,0,0,0,32,-78,0,52,-58,0,31,-79,0,34,-76,0,54,-56,0,60,-50,0,26,-84,0,33,-77,0,69,-41,0,59,-51,0,45,-65,0,36,-74,0,38,-72,0,73,-61,-92,100,-49,-92,100,-38,-92,100,-46,-92,50,-70,-92,34,-76,-71,29,-78,-73,100,-48,-92,52,-69,-92,31,-77,-72,100,-48,-92,100,-48,-92,44,-72,-67,37,-75,-70,100,-38,-92,100,-40,-92,57,-67,-92,60,-66,-92,68,-63,-92,7
45,-65,0,0,0,0,68,-42,0,58,-52,0,41,-69,0,0,0,0,0,0,0,58,-52,0,35,-75,0,0,0,0,58,-52,0,58,-52,0,0,0,0,0,0,0,70,-27,0,66,-44,0,47,-63,0,47,-63,0,39,-71,0,73,-61,-92,100,-49,-92,100,-38,-92,100,-46,-92,73,-61,-92,37,-75,-70,39,-74,-69,100,-47,-92,70,-62,-92,37,-75,-70,81,-58,-92,100,-48,-92,0,0,0,34,-76,-71,100,-34,-92,100,-48,-92,57,-67,-92,70,-62,-92,70,-62,-92,8
41,-69,0,51,-59,0,70,-40,0,56,-54,0,41,-69,0,0,0,0,0,0,0,57,-53,0,37,-73,0,0,0,0,53,-57,0,53,-57,0,0,0,0,0,0,0,70,-26,0,68,-42,0,47,-63,0,44,-66,0,39,-71,0,63,-65,-92,100,-48,-92,100,-42,-92,100,-49,-92,42,-73,-68,34,-76,-71,44,-72,-67,100,-49,-92,47,-71,-66,47,-71,-66,100,-43,-92,100,-42,-92,0,0,0,52,-69,-92,100,-34,-92,100,-44,-92,89,-55,-92,55,-68,-92,70,-62,-92,8
45,-65,0,52,-58,0,69,-41,0,57,-53,0,41,-69,0,0,0,0,39,-71,0,53,-57,0,42,-68,0,39,-71,0,55,-55,0,55,-55,0,0,0,0,39,-71,0,70,-27,0,68,-42,0,43,-67,0,42,-68,0,38,-72,0,68,-63,-92,100,-49,-92,100,-43,-92,99,-51,-92,63,-65,-92,29,-78,-73,52,-69,-92,68,-63,-92,44,-72,-67,47,-71,-66,24,-80,-75,100,-49,-92,57,-67,-92,39,-74,-69,100,-33,-92,100,-40,-92,70,-62,-92,55,-68,-92,70,-62,-92,8
42,-68,0,53,-57,0,69,-41,0,56,-54,0,44,-66,0,0,0,0,39,-71,0,54,-56,0,43,-67,0,39,-71,0,52,-58,0,58,-52,0,0,0,0,39,-71,0,70,-26,0,63,-47,0,43,-67,0,49,-61,0,38,-72,0,65,-64,-92,100,-49,-92,100,-39,-92,100,-48,-92,65,-64,-92,29,-78,-73,47,-71,-66,81,-58,-92,44,-72,-67,57,-67,-92,76,-60,-92,78,-59,-92,57,-67,-92,55,-68,-92,100,-31,-92,100,-43,-92,76,-60,-92,55,-68,-92,57,-67,-92,8
39,-71,0,55,-55,0,68,-42,0,60,-50,0,44,-66,0,0,0,0,24,-86,0,51,-59,0,43,-67,0,39,-71,0,51,-59,0,53,-57,0,0,0,0,39,-71,0,70,-26,0,67,-43,0,41,-69,0,45,-65,0,41,-69,0,60,-66,-92,100,-48,-92,100,-39,-92,81,-58,-92,70,-62,-92,47,-71,-66,50,-70,-92,100,-49,-92,73,-61,-92,37,-75,-70,100,-47,-92,81,-58,-92,57,-67,-92,55,-68,-92,100,-34,-92,100,-44,-92,91,-54,-92,44,-72,-67,89,-55,-92,8
34,-76,0,48,-62,0,64,-46,0,56,-54,0,35,-75,0,0,0,0,24,-86,0,57,-53,0,37,-73,0,39,-71,0,58,-52,0,58,-52,0,0,0,0,39,-71,0,70,-29,0,65,-45,0,41,-69,0,47,-63,0,41,-69,0,96,-52,-92,100,-50,-92,100,-39,-92,89,-55,-92,50,-70,-92,34,-76,-71,55,-68,-92,78,-59,-92,73,-61,-92,47,-71,-66,78,-59,-92,100,-50,-92,50,-70,-92,50,-70,-92,100,-34,-92,100,-42,-92,76,-60,-92,44,-72,-67,73,-61,-92,8
47,-63,0,53,-57,0,68,-42,0,55,-55,0,40,-70,0,0,0,0,24,-86,0,55,-55,0,35,-75,0,39,-71,0,52,-58,0,51,-59,0,0,0,0,39,-71,0,70,-30,0,66,-44,0,38,-72,0,46,-64,0,41,-69,0,96,-52,-92,100,-49,-92,100,-40,-92,76,-60,-92,44,-72,-67,39,-74,-69,47,-71,-66,99,-51,-92,44,-72,-67,52,-69,-92,100,-50,-92,96,-52,-92,50,-70,-92,52,-69,-92,100,-32,-92,100,-44,-92,76,-60,-92,57,-67,-92,65,-64,-92,8
46,-64,0,45,-65,0,69,-41,0,58,-52,0,40,-70,0,0,0,0,38,-72,0,54,-56,0,33,-77,0,38,-72,0,54,-56,0,54,-56,0,0,0,0,39,-71,0,70,-28,0,68,-42,0,47,-63,0,46,-64,0,41,-69,0,73,-61,-92,100,-49,-92,100,-40,-92,83,-57,-92,44,-72,-67,39,-74,-69,52,-69,-92,99,-51,-92,42,-73,-68,55,-68,-92,100,-50,-92,100,-50,-92,37,-75,-70,52,-69,-92,100,-34,-92,100,-44,-92,73,-61,-92,57,-67,-92,57,-67,-92,8
46,-64,0,51,-59,0,66,-44,0,59,-51,0,38,-72,0,0,0,0,38,-72,0,56,-54,0,39,-71,0,38,-72,0,49,-61,0,55,-55,0,0,0,0,36,-74,0,70,-26,0,67,-43,0,47,-63,0,41,-69,0,34,-76,0,68,-63,-92,99,-51,-92,100,-39,-92,81,-58,-92,47,-71,-66,39,-74,-69,89,-55,-92,83,-57,-92,47,-71,-66,47,-71,-66,78,-59,-92,83,-57,-92,55,-68,-92,50,-70,-92,100,-34,-92,100,-42,-92,60,-66,-92,57,-67,-92,57,-67,-92,8
49,-61,0,52,-58,0,67,-43,0,60,-50,0,34,-76,0,0,0,0,34,-76,0,56,-54,0,39,-71,0,34,-76,0,56,-54,0,56,-54,0,0,0,0,35,-75,0,70,-27,0,70,-40,0,38,-72,0,47,-63,0,34,-76,0,68,-63,-92,99,-51,-92,100,-39,-92,86,-56,-92,52,-69,-92,37,-75,-70,50,-70,-92,100,-50,-92,47,-71,-66,55,-68,-92,78,-59,-92,99,-51,-92,55,-68,-92,50,-70,-92,100,-33,-92,100,-41,-92,76,-60,-92,57,-67,-92,73,-61,-92,8
49,-61,0,52,-58,0,68,-42,0,61,-49,0,30,-80,0,0,0,0,34,-76,0,60,-50,0,32,-78,0,37,-73,0,60,-50,0,60,-50,0,0,0,0,35,-75,0,70,-25,0,64,-46,0,31,-79,0,49,-61,0,37,-73,0,76,-60,-92,96,-52,-92,100,-38,-92,91,-54,-92,42,-73,-68,42,-73,-68,50,-70,-92,73,-61,-92,42,-73,-68,47,-71,-66,100,-49,-92,100,-49,-92,55,-68,-92,50,-70,-92,100,-34,-92,100,-43,-92,68,-63,-92,47,-71,-66,60,-66,-92,8
46,-64,0,57,-53,0,70,-40,0,56,-54,0,30,-80,0,0,0,0,34,-76,0,53,-57,0,37,-73,0,37,-73,0,47,-63,0,48,-62,0,0,0,0,35,-75,0,70,-27,0,64,-46,0,43,-67,0,49,-61,0,37,-73,0,78,-59,-92,100,-50,-92,100,-40,-92,81,-58,-92,68,-63,-92,37,-75,-70,65,-64,-92,99,-51,-92,44,-72,-67,65,-64,-92,68,-63,-92,70,-62,-92,47,-71,-66,50,-70,-92,100,-32,-92,100,-45,-92,65,-64,-92,47,-71,-66,60,-66,-92,8
42,-68,0,53,-57,0,62,-48,0,57,-53,0,40,-70,0,0,0,0,35,-75,0,46,-64,0,39,-71,0,37,-73,0,54,-56,0,53,-57,0,0,0,0,35,-75,0,70,-25,0,64,-46,0,43,-67,0,45,-65,0,29,-81,0,68,-63,-92,94,-53,-92,100,-38,-92,78,-59,-92,83,-57,-92,39,-74,-69,50,-70,-92,100,-50,-92,42,-73,-68,50,-70,-92,76,-60,-92,100,-49,-92,47,-71,-66,52,-69,-92,100,-35,-92,100,-45,-92,50,-70,-92,47,-71,-66,60,-66,-92,8
49,-61,0,47,-63,0,66,-44,0,57,-53,0,36,-74,0,0,0,0,38,-72,0,57,-53,0,33,-77,0,37,-73,0,57,-53,0,53,-57,0,0,0,0,26,-84,0,70,-27,0,62,-48,0,38,-72,0,45,-65,0,29,-81,0,76,-60,-92,96,-52,-92,100,-38,-92,78,-59,-92,68,-63,-92,42,-73,-68,70,-62,-92,100,-50,-92,70,-62,-92,68,-63,-92,100,-50,-92,76,-60,-92,47,-71,-66,78,-59,-92,100,-33,-92,100,-46,-92,68,-63,-92,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,-60,-92,100,-50,-92,100,-41,-92,78,-59,-92,68,-63,-92,42,-73,-68,70,-62,-92,100,-50,-92,70,-62,-92,68,-63,-92,100,-50,-92,100,-50,-92,47,-71,-66,78,-59,-92,100,-33,-92,100,-46,-92,68,-63,-92,0,0,0,55,-68,-92,8
44,-66,0,58,-52,0,64,-46,0,57,-53,0,32,-78,0,29,-81,0,37,-73,0,45,-65,0,41,-69,0,30,-80,0,49,-61,0,49,-61,0,28,-82,0,33,-77,0,70,-25,0,62,-48,0,46,-64,0,47,-63,0,37,-73,0,86,-56,-92,100,-50,-92,100,-41,-92,81,-58,-92,34,-76,-71,37,-75,-70,70,-62,-92,100,-50,-92,34,-76,-71,68,-63,-92,100,-50,-92,100,-50,-92,55,-68,-92,78,-59,-92,100,-34,-92,100,-47,-92,68,-63,-92,0,0,0,55,-68,-92,8
45,-65,0,58,-52,0,63,-47,0,57,-53,0,32,-78,0,29,-81,0,37,-73,0,55,-55,0,41,-69,0,30,-80,0,52,-58,0,55,-55,0,28,-82,0,33,-77,0,70,-25,0,62,-48,0,44,-66,0,45,-65,0,38,-72,0,70,-62,-92,55,-68,-92,100,-38,-92,78,-59,-92,37,-75,-70,37,-75,-70,70,-62,-92,99,-51,-92,39,-74,-69,68,-63,-92,100,-48,-92,100,-49,-92,55,-68,-92,39,-74,-69,100,-34,-92,100,-47,-92,73,-61,-92,50,-70,-92,78,-59,-92,8
41,-69,0,61,-49,0,69,-41,0,61,-49,0,32,-78,0,26,-84,0,37,-73,0,53,-57,0,36,-74,0,30,-80,0,51,-59,0,54,-56,0,28,-82,0,33,-77,0,70,-26,0,62,-48,0,41,-69,0,43,-67,0,29,-81,0,76,-60,-92,100,-46,-92,100,-41,-92,78,-59,-92,37,-75,-70,39,-74,-69,0,0,0,100,-49,-92,50,-70,-92,47,-71,-66,100,-50,-92,100,-50,-92,50,-70,-92,50,-70,-92,100,-32,-92,100,-46,-92,73,-61,-92,50,-70,-92,73,-61,-92,8
41,-69,0,55,-55,0,66,-44,0,61,-49,0,32,-78,0,26,-84,0,37,-73,0,53,-57,0,36,-74,0,30,-80,0,51,-59,0,46,-64,0,28,-82,0,33,-77,0,70,-28,0,57,-53,0,41,-69,0,44,-66,0,29,-81,0,91,-54,-92,100,-46,-92,100,-38,-92,81,-58,-92,65,-64,-92,37,-75,-70,50,-70,-92,96,-52,-92,68,-63,-92,50,-70,-92,96,-52,-92,100,-50,-92,50,-70,-92,50,-70,-92,100,-31,-92,100,-45,-92,91,-54,-92,50,-70,-92,70,-62,-92,8
49,-61,0,57,-53,0,70,-40,0,61,-49,0,32,-78,0,26,-84,0,37,-73,0,53,-57,0,36,-74,0,36,-74,0,51,-59,0,52,-58,0,28,-82,0,33,-77,0,70,-28,0,60,-50,0,38,-72,0,46,-64,0,29,-81,0,63,-65,-92,100,-47,-92,100,-40,-92,78,-59,-92,73,-61,-92,39,-74,-69,47,-71,-66,78,-59,-92,44,-72,-67,50,-70,-92,78,-59,-92,76,-60,-92,50,-70,-92,50,-70,-92,100,-33,-92,100,-41,-92,73,-61,-92,44,-72,-75,70,-62,-92,8
46,-64,0,63,-47,0,62,-48,0,48,-62,0,32,-78,0,26,-84,0,37,-73,0,46,-64,0,36,-74,0,36,-74,0,46,-64,0,44,-66,0,28,-82,0,33,-77,0,70,-37,0,51,-59,0,49,-61,0,40,-70,0,45,-65,0,63,-65,-92,100,-47,-92,100,-39,-92,91,-54,-92,44,-72,-67,39,-74,-69,50,-70,-92,94,-53,-92,44,-72,-67,52,-69,-92,94,-53,-92,96,-52,-92,50,-70,-92,44,-72,-67,100,-44,-92,100,-44,-92,73,-61,-92,44,-72,-75,70,-62,-92,9
47,-63,0,63,-47,0,65,-45,0,57,-53,0,32,-78,0,26,-84,0,37,-73,0,45,-65,0,28,-82,0,36,-74,0,44,-66,0,45,-65,0,0,0,0,33,-77,0,70,-40,0,51,-59,0,45,-65,0,40,-70,0,45,-65,0,78,-59,-92,91,-54,-92,100,-40,-92,100,-50,-92,68,-63,-92,39,-74,-69,57,-67,-92,94,-53,-92,44,-72,-67,52,-69,-92,89,-55,-92,96,-52,-92,50,-70,-92,73,-61,-92,100,-44,-92,100,-44,-92,70,-62,-92,60,-66,-92,70,-62,-92,9
